matricula_id,cidade,indice_desenvolvimento_da_cidade,genero,experiencia_relevante,universidade_matriculada,nivel_educacional,disciplina_principal,experiencia,tamanho_da_empresa,tipo_da_empresa,ultimo_novo_emprego,horas_treinamento
18719,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,500-999,Empresa Privada Ltda,1 ano,108
23024,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,10/49,Empresa Privada Ltda,Mais de 4 anos,282
29629,city_21,624,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,Nunca,54
8112,city_180,698,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,1 ano,77
13953,city_103,92,,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,5000-9999,ONG,1 ano,87
17450,city_21,624,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,Empresa Privada Ltda,Nunca,151
9752,city_21,624,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,,,4 anos,32
10167,city_103,92,Feminino,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,50-99,Startup Financiada,1 ano,35
181,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",<1,10/49,Startup em Estágio inicial,1 ano,300
1476,city_149,"6,89E+15",,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,Empresa Privada Ltda,4 anos,114
16816,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,18,10/49,Empresa Privada Ltda,2 anos,21
16023,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,,Setor Público,1 ano,62
12059,city_27,848,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,10,50-99,Empresa Privada Ltda,2 anos,28
28220,city_99,915,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,<10,Empresa Privada Ltda,Mais de 4 anos,47
18822,city_104,924,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",9,10/49,Empresa Privada Ltda,1 ano,46
17720,city_103,92,Feminino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",3,<10,Startup em EstÃ¡gio Inicial,1 ano,104
13419,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,,,5,,,,56
23734,city_162,767,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,<10,Empresa Privada Ltda,Nunca,26
6610,city_100,887,,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,10/49,Empresa Privada Ltda,2 anos,37
18569,city_100,887,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,4,100-500,Empresa Privada Ltda,1 ano,51
25136,city_16,91,,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,AdministraÃ§Ã£o/Economia,<1,,,Nunca,42
21469,city_84,698,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,1 ano,248
19752,city_75,"9,39E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Ensino Médio,,9,,,1 ano,28
32453,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",7,<10,Empresa Privada Ltda,1 ano,158
24625,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,Humanas,>20,500-999,Empresa Privada Ltda,1 ano,73
32745,city_16,91,,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,5,,Empresa Privada Ltda,Nunca,21
15144,city_103,92,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,10000+,Setor Público,1 ano,17
26541,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Empresa Privada Ltda,1 ano,101
14132,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,4 anos,42
2580,city_71,884,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,10000+,Empresa Privada Ltda,1 ano,166
32229,city_30,698,Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,1 ano,192
11638,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,Ensino Médio,,>20,,,Mais de 4 anos,62
7132,city_91,691,,Possui experiência relevante,Não matriculado,Graduação,Outros,3,,,Mais de 4 anos,84
22168,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,10000+,Empresa Privada Ltda,4 anos,54
29886,city_100,887,Masculino,Possui experiência relevante,Não matriculado,Graduação,Sem disciplina principal,11,,,1 ano,9
5130,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",8,50-99,Startup em Estágio inicial,1 ano,40
923,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,Humanas,>20,50-99,Startup Financiada,1 ano,102
28035,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,22
17153,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,100-500,,1 ano,108
30428,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,,,Mais de 4 anos,56
14687,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Empresa Privada Ltda,1 ano,18
26621,city_11,55,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Empresa Privada Ltda,1 ano,22
19744,city_100,887,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,100-500,Empresa Privada Ltda,4 anos,144
32698,city_160,92,,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,4,,,Nunca,47
15049,city_150,698,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,Nunca,41
32808,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,50-99,Empresa Privada Ltda,2 anos,12
7535,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,500-999,Empresa Privada Ltda,Mais de 4 anos,19
20622,city_103,92,Masculino,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,,,1 ano,96
22863,city_114,"9,26E+15",,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",14,5000-9999,Empresa Privada Ltda,Mais de 4 anos,44
21845,city_103,92,,Não possui experiência relevante,Não matriculado,Ensino Médio,,2,,,Nunca,89
16135,city_159,843,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",12,50-99,Startup Financiada,1 ano,55
15095,city_77,83,Masculino,Possui experiência relevante,Não matriculado,Graduação,Sem disciplina principal,7,50-99,Setor Público,2 anos,30
29703,city_76,698,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,1000-4999,Empresa Privada Ltda,4 anos,160
14785,city_21,624,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,100-500,Empresa Privada Ltda,1 ano,142
20150,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,100-500,Empresa Privada Ltda,Nunca,31
19473,city_90,698,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,500-999,Setor Público,2 anos,8
26862,city_103,92,,Possui experiência relevante,,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Empresa Privada Ltda,Mais de 4 anos,79
3377,city_160,92,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",6,100-500,Empresa Privada Ltda,1 ano,26
21166,city_150,698,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",4,,,1 ano,7
24684,city_103,92,Masculino,Não possui experiência relevante,Não matriculado,Mestrado,AdministraÃ§Ã£o/Economia,2,1000-4999,Empresa Privada Ltda,1 ano,29
32511,city_16,91,Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",14,1000-4999,Setor PÃºblico,Mais de 4 anos,7
10587,city_64,"6,66E+15",Feminino,Possui experiência relevante,Não matriculado,Graduação,Humanas,14,,,1 ano,23
23210,city_103,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,10000+,Empresa Privada Ltda,1 ano,39
8243,city_45,89,Masculino,Não possui experiência relevante,Curso em tempo integral,Ensino Médio,,6,,,Nunca,114
2046,city_149,"6,89E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",7,50-99,Startup em Estágio inicial,1 ano,76
875,city_160,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",12,<10,Empresa Privada Ltda,1 ano,70
437,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,2 anos,14
9208,city_21,624,,Não possui experiência relevante,,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",2,10/49,Empresa Privada Ltda,1 ano,58
18560,city_173,878,,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",20,1000-4999,Empresa Privada Ltda,,26
31361,city_57,866,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",16,,,1 ano,99
3432,city_11,55,,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,,,Nunca,44
17066,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",19,50-99,Empresa Privada Ltda,2 anos,58
17993,city_105,794,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,50-99,Empresa Privada Ltda,2 anos,11
4879,city_83,"9,23E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Empresa Privada Ltda,Mais de 4 anos,52
32898,city_21,624,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,10/49,Startup em EstÃ¡gio Inicial,1 ano,11
28680,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",10,10000+,Empresa Privada Ltda,3 anos,194
10304,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",10,,Setor Público,1 ano,31
26899,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,50-99,Startup Financiada,1 ano,124
23403,city_100,887,,Não possui experiência relevante,Não matriculado,Mestrado,Humanas,4,,,3 anos,9
21936,city_160,92,Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",5,500-999,Empresa Privada Ltda,4 anos,36
26927,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,Humanas,<1,,,4 anos,56
25713,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",18,1000-4999,Empresa Privada Ltda,3 anos,73
23976,city_75,"9,39E+15",Masculino,Não possui experiência relevante,Curso em tempo integral,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",1,,,Nunca,18
29908,city_104,924,Masculino,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,15,10000+,Empresa Privada Ltda,2 anos,156
17426,city_101,"5,58E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,100-500,Empresa Privada Ltda,2 anos,80
9806,city_65,802,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",15,10000+,Empresa Privada Ltda,Mais de 4 anos,27
25886,city_114,"9,26E+15",Masculino,Não possui experiência relevante,Não matriculado,Ensino Médio,,9,<10,Empresa Privada Ltda,1 ano,170
2736,city_16,91,Masculino,Possui experiência relevante,Não matriculado,Graduação,Outros,9,<10,Empresa Privada Ltda,1 ano,41
26688,city_136,897,Masculino,Possui experiência relevante,Não matriculado,Graduação,Sem disciplina principal,>20,<10,Empresa Privada Ltda,2 anos,29
19261,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,,3 anos,38
16728,city_114,"9,26E+15",Masculino,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",4,100-500,Empresa Privada Ltda,2 anos,12
8837,city_99,915,,Possui experiência relevante,Não matriculado,,,>20,50-99,Empresa Privada Ltda,2 anos,79
9345,city_16,91,,Possui experiência relevante,Não matriculado,Ensino Médio,,8,50-99,Empresa Privada Ltda,1 ano,18
25696,city_114,"9,26E+15",Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",11,100-500,Empresa Privada Ltda,1 ano,18
33236,city_36,893,Masculino,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",13,10/49,Startup Financiada,1 ano,50
7258,city_118,722,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",2,10/49,,1 ano,158
4274,city_13,"8,27E+15",Masculino,Não possui experiência relevante,Não matriculado,Ensino Fundamental,,5,,,Nunca,14
18287,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Mestrado,"Ciência, Tecnologia, Engenharia e Matemática",8,10000+,Empresa Privada Ltda,4 anos,47
25062,city_27,848,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",>20,100-500,Empresa Privada Ltda,2 anos,102
11144,city_71,884,Masculino,Possui experiência relevante,Não matriculado,Ensino Médio,,6,10/49,Startup Financiada,3 anos,104
11404,city_160,92,,Possui experiência relevante,,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,<10,,2 anos,84
13232,city_160,92,,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",14,100-500,Empresa Privada Ltda,2 anos,18
21968,city_21,624,Feminino,Não possui experiência relevante,Não matriculado,GraduaÃ§Ã£o,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,1 ano,50
12142,city_78,579,,Possui experiência relevante,Curso em tempo integral,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",<1,,,2 anos,84
30796,city_103,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",6,10/49,Empresa Privada Ltda,Mais de 4 anos,32
23735,city_21,624,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",5,10/49,Startup Financiada,1 ano,112
26679,city_160,92,Masculino,Possui experiência relevante,Não matriculado,Graduação,"Ciência, Tecnologia, Engenharia e Matemática",15,<10,Empresa Privada Ltda,Mais de 4 anos,15
